"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"06/05/2025","33,400.0","32,600.0","34,000.0","32,600.0","1.08M","3.41%"
"05/05/2025","32,300.0","31,800.0","32,300.0","31,450.0","588.60K","2.70%"
"29/04/2025","31,450.0","31,650.0","31,800.0","31,300.0","404.90K","-0.47%"
"28/04/2025","31,600.0","31,800.0","32,250.0","31,500.0","340.90K","-0.32%"
"25/04/2025","31,700.0","32,600.0","32,650.0","31,650.0","510.90K","-0.94%"
"24/04/2025","32,000.0","31,850.0","32,750.0","31,300.0","751.90K","1.75%"
"23/04/2025","31,450.0","31,500.0","31,700.0","31,000.0","474.40K","2.44%"
"22/04/2025","30,700.0","31,400.0","31,400.0","29,400.0","1.54M","-2.85%"
"21/04/2025","31,600.0","32,700.0","32,750.0","31,550.0","457.00K","-2.77%"
"18/04/2025","32,500.0","31,500.0","33,250.0","31,500.0","1.03M","3.83%"
"17/04/2025","31,300.0","30,000.0","31,350.0","30,000.0","562.60K","3.30%"
"16/04/2025","30,300.0","31,800.0","32,000.0","30,300.0","887.10K","-5.46%"
"15/04/2025","32,050.0","32,650.0","32,750.0","32,000.0","1.20M","-4.47%"
"14/04/2025","33,550.0","34,700.0","34,700.0","33,300.0","821.30K","1.67%"
"11/04/2025","33,000.0","30,850.0","33,000.0","30,700.0","1.65M","6.97%"
"10/04/2025","30,850.0","30,850.0","30,850.0","30,850.0","823.60K","6.93%"
"09/04/2025","28,850.0","28,850.0","29,600.0","28,850.0","1.99M","-6.94%"
"08/04/2025","31,000.0","31,000.0","31,700.0","31,000.0","541.20K","-6.91%"
"04/04/2025","33,300.0","33,300.0","33,800.0","33,300.0","1.84M","-6.98%"
"03/04/2025","35,800.0","35,800.0","37,800.0","35,800.0","903.70K","-6.89%"
"02/04/2025","38,450.0","38,600.0","38,900.0","38,100.0","332.20K","-0.26%"
"01/04/2025","38,550.0","38,150.0","38,700.0","38,150.0","450.20K","1.45%"
"31/03/2025","38,000.0","39,000.0","39,000.0","37,500.0","793.90K","-3.31%"
"28/03/2025","39,300.0","39,950.0","39,950.0","39,300.0","257.40K","-1.63%"
"27/03/2025","39,950.0","39,500.0","40,200.0","39,150.0","662.20K","0.63%"
"26/03/2025","39,700.0","41,050.0","41,050.0","39,400.0","1.41M","-3.29%"
"25/03/2025","41,050.0","41,250.0","41,400.0","41,050.0","447.50K","-0.36%"
"24/03/2025","41,200.0","41,500.0","41,800.0","41,050.0","358.90K","-0.72%"
"21/03/2025","41,500.0","41,150.0","41,750.0","41,150.0","476.10K","0.85%"
"20/03/2025","41,150.0","41,150.0","41,600.0","40,650.0","574.10K","0.00%"
"19/03/2025","41,150.0","41,800.0","41,900.0","41,100.0","572.00K","-1.32%"
"18/03/2025","41,700.0","41,050.0","41,900.0","41,050.0","563.80K","1.46%"
"17/03/2025","41,100.0","41,750.0","41,850.0","41,050.0","585.70K","-0.96%"
"14/03/2025","41,500.0","42,800.0","42,800.0","41,300.0","1.21M","-2.24%"
"13/03/2025","42,450.0","42,500.0","43,400.0","42,400.0","843.90K","0.47%"
"12/03/2025","42,250.0","43,100.0","43,350.0","42,250.0","1.81M","-1.97%"
"11/03/2025","43,100.0","43,050.0","43,300.0","42,950.0","1.60M","-1.93%"
"10/03/2025","43,950.0","44,500.0","44,500.0","43,900.0","910.00K","-0.90%"
"07/03/2025","44,350.0","44,800.0","44,850.0","44,300.0","596.20K","-0.56%"
"06/03/2025","44,600.0","44,150.0","44,800.0","44,000.0","1.05M","1.36%"
"05/03/2025","44,000.0","44,150.0","44,650.0","44,000.0","644.90K","-0.34%"
"04/03/2025","44,150.0","44,150.0","44,250.0","43,850.0","1.09M","-0.45%"
"03/03/2025","44,350.0","44,400.0","44,800.0","44,300.0","646.40K","-0.11%"
"28/02/2025","44,400.0","44,450.0","44,650.0","44,250.0","793.90K","-0.11%"
"27/02/2025","44,450.0","44,900.0","44,900.0","44,300.0","526.30K","-0.34%"
"26/02/2025","44,600.0","44,250.0","45,000.0","44,200.0","952.60K","0.90%"
"25/02/2025","44,200.0","44,300.0","44,600.0","44,000.0","939.90K","0.11%"
"24/02/2025","44,150.0","44,700.0","44,700.0","44,000.0","1.67M","-1.23%"
"21/02/2025","44,700.0","45,000.0","45,000.0","44,550.0","880.00K","-0.45%"
"20/02/2025","44,900.0","45,350.0","45,450.0","44,850.0","676.70K","-0.77%"
"19/02/2025","45,250.0","44,650.0","45,300.0","44,500.0","1.06M","1.46%"
"18/02/2025","44,600.0","44,600.0","44,900.0","44,500.0","590.50K","0.11%"
"17/02/2025","44,550.0","45,000.0","45,000.0","44,550.0","917.40K","-1.00%"
"14/02/2025","45,000.0","45,600.0","45,600.0","45,000.0","811.20K","-0.55%"
"13/02/2025","45,250.0","45,500.0","45,500.0","45,000.0","564.50K","-0.22%"
"12/02/2025","45,350.0","44,800.0","45,750.0","44,800.0","862.70K","1.57%"
"11/02/2025","44,650.0","44,300.0","44,850.0","44,150.0","800.40K","1.36%"
"10/02/2025","44,050.0","44,950.0","44,950.0","44,050.0","1.85M","-2.00%"
"07/02/2025","44,950.0","45,200.0","45,300.0","44,950.0","928.40K","-0.55%"
"06/02/2025","45,200.0","46,000.0","46,100.0","45,000.0","745.50K","-1.31%"
"05/02/2025","45,800.0","45,600.0","46,000.0","45,350.0","773.10K","0.88%"
"04/02/2025","45,400.0","45,200.0","45,500.0","45,050.0","794.80K","1.34%"
"03/02/2025","44,800.0","44,300.0","45,550.0","44,300.0","1.99M","-4.88%"
"24/01/2025","47,100.0","47,600.0","47,900.0","46,900.0","730.30K","-0.84%"
"23/01/2025","47,500.0","47,000.0","48,200.0","46,800.0","882.60K","2.37%"
"22/01/2025","46,400.0","47,000.0","47,350.0","46,400.0","544.40K","-1.17%"
"21/01/2025","46,950.0","46,650.0","47,450.0","46,650.0","670.00K","0.75%"
"20/01/2025","46,600.0","47,800.0","47,800.0","46,600.0","674.10K","-1.79%"
"17/01/2025","47,450.0","46,100.0","47,500.0","46,000.0","1.36M","2.93%"
"16/01/2025","46,100.0","45,800.0","46,400.0","45,500.0","956.90K","2.22%"
"15/01/2025","45,100.0","45,200.0","45,300.0","45,000.0","466.80K","0.67%"
"14/01/2025","44,800.0","45,300.0","45,450.0","44,800.0","585.60K","0.00%"
"13/01/2025","44,800.0","44,300.0","44,900.0","43,900.0","1.58M","0.34%"
"10/01/2025","44,650.0","46,000.0","46,400.0","44,650.0","1.78M","-2.93%"
"09/01/2025","46,000.0","47,300.0","47,450.0","46,000.0","1.64M","-2.54%"
"08/01/2025","47,200.0","48,250.0","48,250.0","47,000.0","1.77M","-1.97%"
"07/01/2025","48,150.0","49,100.0","49,300.0","48,000.0","1.65M","-1.73%"
"06/01/2025","49,000.0","49,400.0","49,750.0","48,500.0","1.15M","-0.71%"
"03/01/2025","49,350.0","49,300.0","50,400.0","49,250.0","1.89M","0.10%"
"02/01/2025","49,300.0","49,500.0","49,500.0","49,000.0","513.00K","0.10%"
"31/12/2024","49,250.0","49,300.0","49,850.0","48,950.0","957.30K","0.31%"
"30/12/2024","49,100.0","49,000.0","49,500.0","49,000.0","963.70K","1.11%"
"27/12/2024","48,559.0","49,730.0","49,910.0","48,468.0","3.60M","-2.71%"
"26/12/2024","49,910.0","50,811.0","50,811.0","49,910.0","1.56M","-0.89%"
"25/12/2024","50,360.0","50,270.0","50,991.0","49,910.0","2.29M","1.63%"
"24/12/2024","49,550.0","50,270.0","50,631.0","49,279.0","2.52M","-1.43%"
"23/12/2024","50,270.0","51,081.0","51,261.0","50,090.0","2.64M","-1.24%"
"20/12/2024","50,901.0","51,171.0","51,622.0","50,721.0","2.37M","0.00%"
"19/12/2024","50,901.0","49,550.0","51,081.0","49,099.0","3.31M","1.62%"
"18/12/2024","50,090.0","49,640.0","50,270.0","49,640.0","1.54M","1.09%"
"17/12/2024","49,550.0","50,180.0","50,360.0","49,369.0","1.21M","-1.26%"
"16/12/2024","50,180.0","49,099.0","50,270.0","48,829.0","2.04M","2.77%"
"13/12/2024","48,829.0","49,820.0","50,090.0","48,829.0","3.46M","-2.69%"
"12/12/2024","50,180.0","51,441.0","51,892.0","50,180.0","2.85M","-2.28%"
"11/12/2024","51,351.0","51,261.0","52,613.0","50,991.0","2.49M","0.71%"
"10/12/2024","50,991.0","51,081.0","51,441.0","50,090.0","3.29M","-0.18%"
"09/12/2024","51,081.0","52,613.0","52,703.0","50,991.0","3.02M","-2.07%"
"06/12/2024","52,162.0","52,793.0","53,514.0","51,712.0","3.18M","1.58%"
"05/12/2024","51,351.0","50,991.0","52,072.0","50,090.0","4.08M","0.88%"
"04/12/2024","50,901.0","52,523.0","52,523.0","50,901.0","3.26M","-3.09%"
"03/12/2024","52,523.0","50,811.0","53,784.0","50,631.0","4.83M","3.55%"
"02/12/2024","50,721.0","51,982.0","51,982.0","50,270.0","1.91M","-0.88%"
"29/11/2024","51,171.0","49,189.0","51,802.0","49,189.0","4.01M","4.41%"
"28/11/2024","49,009.0","49,099.0","50,000.0","48,468.0","2.46M","0.74%"
"27/11/2024","48,649.0","47,928.0","49,279.0","47,568.0","2.63M","1.31%"
"26/11/2024","48,018.0","47,477.0","48,288.0","46,847.0","1.92M","0.95%"
"25/11/2024","47,568.0","47,477.0","48,198.0","46,486.0","2.45M","-0.94%"
"22/11/2024","48,018.0","49,009.0","50,000.0","47,838.0","2.36M","-1.30%"
"21/11/2024","48,649.0","48,468.0","48,649.0","47,297.0","1.17M","0.37%"
"20/11/2024","48,468.0","47,748.0","48,559.0","45,496.0","3.06M","0.19%"
"19/11/2024","48,378.0","52,162.0","52,162.0","48,378.0","3.39M","-6.93%"
"18/11/2024","51,982.0","52,162.0","52,252.0","50,450.0","1.79M","-0.35%"
"15/11/2024","52,162.0","50,631.0","52,703.0","49,279.0","5.12M","1.58%"
"14/11/2024","51,351.0","53,153.0","53,604.0","50,631.0","2.91M","-3.06%"
"13/11/2024","52,973.0","51,802.0","52,973.0","51,351.0","3.33M","0.68%"
"12/11/2024","52,613.0","52,703.0","52,973.0","50,901.0","3.13M","1.74%"
"11/11/2024","51,712.0","49,189.0","51,712.0","49,189.0","8.30M","6.89%"
"08/11/2024","48,378.0","48,198.0","49,730.0","47,928.0","5.43M","1.32%"
"07/11/2024","47,748.0","46,757.0","49,279.0","46,306.0","4.65M","3.52%"
"06/11/2024","46,126.0","46,036.0","46,216.0","45,766.0","583.42K","1.38%"
"05/11/2024","45,496.0","45,676.0","46,216.0","45,496.0","659.45K","-1.56%"
"04/11/2024","46,216.0","45,496.0","46,306.0","45,045.0","744.37K","1.38%"
"01/11/2024","45,586.0","46,486.0","46,577.0","45,586.0","1.11M","-2.50%"
"31/10/2024","46,757.0","47,568.0","47,568.0","46,757.0","454.99K","-1.52%"
"30/10/2024","47,477.0","48,018.0","48,018.0","47,117.0","339.44K","-0.19%"
"29/10/2024","47,568.0","46,216.0","48,198.0","46,216.0","1.16M","2.93%"
"28/10/2024","46,216.0","45,856.0","46,577.0","45,766.0","334.11K","1.18%"
"25/10/2024","45,676.0","45,676.0","45,856.0","45,315.0","194.80K","0.20%"
"24/10/2024","45,586.0","46,306.0","46,306.0","45,496.0","693.64K","-1.55%"
"23/10/2024","46,306.0","46,667.0","46,757.0","46,126.0","466.42K","-0.58%"
"22/10/2024","46,577.0","48,108.0","48,198.0","44,910.0","740.15K","-3.18%"
"21/10/2024","48,108.0","46,937.0","48,108.0","46,847.0","1.54M","2.49%"
"18/10/2024","46,937.0","47,477.0","47,748.0","46,937.0","450.99K","-1.14%"
"17/10/2024","47,477.0","47,027.0","47,658.0","46,847.0","449.88K","1.34%"
"16/10/2024","46,847.0","46,757.0","47,387.0","46,577.0","476.52K","0.00%"
"15/10/2024","46,847.0","47,838.0","48,108.0","46,486.0","1.01M","-2.07%"
"14/10/2024","47,838.0","48,198.0","49,369.0","47,748.0","765.90K","0.19%"
"11/10/2024","47,748.0","48,378.0","48,378.0","47,568.0","578.31K","-0.93%"
"10/10/2024","48,198.0","46,396.0","48,468.0","46,126.0","3.23M","4.90%"
"09/10/2024","45,946.0","44,820.0","46,126.0","44,820.0","390.50K","2.62%"
"08/10/2024","44,775.0","45,225.0","45,315.0","44,685.0","445.66K","-1.00%"
"07/10/2024","45,225.0","45,496.0","45,586.0","45,135.0","244.53K","0.00%"
"04/10/2024","45,225.0","45,496.0","45,856.0","45,225.0","377.18K","-0.40%"
"03/10/2024","45,405.0","46,216.0","46,486.0","45,405.0","591.63K","-1.37%"
"02/10/2024","46,036.0","46,486.0","46,577.0","45,946.0","325.12K","-1.54%"
"01/10/2024","46,757.0","45,946.0","47,207.0","45,946.0","979.91K","2.17%"
"30/09/2024","45,766.0","45,946.0","46,126.0","45,766.0","323.34K","-0.39%"
"27/09/2024","45,946.0","46,306.0","46,757.0","45,766.0","507.82K","-0.97%"
"26/09/2024","46,396.0","46,667.0","46,937.0","46,036.0","640.25K","0.00%"
"25/09/2024","46,396.0","46,847.0","47,027.0","46,306.0","571.98K","-0.58%"
"24/09/2024","46,667.0","46,396.0","46,667.0","46,036.0","310.69K","1.37%"
"23/09/2024","46,036.0","47,297.0","47,297.0","45,946.0","682.87K","-1.92%"
"20/09/2024","46,937.0","47,748.0","48,018.0","46,937.0","722.28K","-0.19%"
"19/09/2024","47,027.0","47,387.0","47,658.0","46,486.0","547.23K","-0.57%"
"18/09/2024","47,297.0","46,036.0","48,018.0","45,946.0","1.47M","3.14%"
"17/09/2024","45,856.0","45,225.0","45,856.0","45,045.0","310.69K","0.99%"
"16/09/2024","45,405.0","46,036.0","46,306.0","45,405.0","328.45K","-1.37%"
"13/09/2024","46,036.0","45,946.0","46,396.0","45,225.0","430.24K","0.59%"
"12/09/2024","45,766.0","45,946.0","46,036.0","45,496.0","256.96K","1.00%"
"11/09/2024","45,315.0","45,045.0","45,586.0","44,550.0","495.73K","1.61%"
"10/09/2024","44,595.0","45,856.0","46,216.0","44,595.0","652.57K","-2.94%"
"09/09/2024","45,946.0","46,396.0","46,577.0","45,766.0","577.09K","-1.54%"
"06/09/2024","46,667.0","46,847.0","47,207.0","46,306.0","505.60K","-0.58%"
"05/09/2024","46,937.0","47,748.0","47,748.0","46,847.0","657.79K","-1.70%"
"04/09/2024","47,748.0","46,667.0","47,748.0","46,667.0","705.85K","0.38%"
"30/08/2024","47,568.0","48,198.0","48,288.0","47,568.0","388.17K","-1.31%"
"29/08/2024","48,198.0","47,027.0","48,468.0","46,937.0","1.16M","2.29%"
"28/08/2024","47,117.0","47,207.0","47,838.0","47,027.0","514.37K","-0.38%"
"27/08/2024","47,297.0","47,568.0","47,568.0","46,937.0","691.97K","-0.57%"
"26/08/2024","47,568.0","48,559.0","48,919.0","47,297.0","883.67K","-1.86%"
"23/08/2024","48,468.0","49,189.0","49,189.0","48,198.0","895.44K","-1.65%"
"22/08/2024","49,279.0","48,018.0","49,640.0","47,658.0","1.78M","3.99%"
"21/08/2024","47,387.0","48,288.0","48,468.0","47,297.0","1.05M","-0.94%"
"20/08/2024","47,838.0","48,018.0","48,919.0","47,658.0","873.35K","0.19%"
"19/08/2024","47,748.0","47,117.0","48,378.0","47,117.0","863.02K","1.53%"
"16/08/2024","47,027.0","45,225.0","47,117.0","45,225.0","1.49M","4.92%"
"15/08/2024","44,820.0","45,766.0","45,766.0","44,685.0","544.12K","-2.26%"
"14/08/2024","45,856.0","47,027.0","47,117.0","45,045.0","1.17M","-1.16%"
"13/08/2024","46,396.0","46,937.0","47,658.0","45,946.0","977.69K","-0.58%"
"12/08/2024","46,667.0","45,586.0","47,117.0","45,586.0","952.38K","1.97%"
"09/08/2024","45,766.0","44,820.0","45,856.0","44,414.0","1.12M","4.31%"
"08/08/2024","43,874.0","45,856.0","46,036.0","43,739.0","1.03M","-4.51%"
"07/08/2024","45,946.0","45,586.0","46,216.0","44,595.0","650.68K","1.80%"
"06/08/2024","45,135.0","44,234.0","45,315.0","43,604.0","763.79K","2.98%"
"05/08/2024","43,829.0","46,036.0","46,847.0","43,829.0","1.71M","-6.98%"
"02/08/2024","47,117.0","45,135.0","47,297.0","45,135.0","915.31K","2.15%"
"01/08/2024","46,126.0","50,270.0","50,270.0","46,126.0","1.46M","-6.91%"
"31/07/2024","49,550.0","49,099.0","50,090.0","48,829.0","718.50K","-0.72%"
"30/07/2024","49,910.0","50,991.0","51,171.0","48,919.0","1.04M","-2.12%"
"29/07/2024","50,991.0","51,892.0","51,892.0","50,360.0","974.58K","0.18%"
"26/07/2024","50,901.0","48,649.0","50,901.0","48,559.0","1.23M","5.81%"
"25/07/2024","48,108.0","47,387.0","49,009.0","47,387.0","810.52K","-2.02%"
"24/07/2024","49,099.0","47,838.0","49,369.0","47,207.0","898.99K","0.74%"
"23/07/2024","48,739.0","48,919.0","50,450.0","48,739.0","1.17M","0.00%"
"22/07/2024","48,739.0","49,550.0","50,360.0","48,378.0","1.41M","-3.39%"
"19/07/2024","50,450.0","52,162.0","52,162.0","50,180.0","1.16M","-2.10%"
"18/07/2024","51,532.0","50,631.0","51,802.0","50,541.0","1.50M","1.78%"
"17/07/2024","50,631.0","53,784.0","54,505.0","50,270.0","2.47M","-6.33%"
"16/07/2024","54,054.0","55,946.0","56,216.0","54,054.0","2.11M","-3.38%"
"15/07/2024","55,946.0","57,477.0","58,108.0","55,405.0","1.76M","-2.66%"
"12/07/2024","57,477.0","58,198.0","59,009.0","56,757.0","1.61M","-2.15%"
"11/07/2024","58,739.0","60,811.0","60,811.0","58,468.0","1.19M","-1.51%"
"10/07/2024","59,640.0","58,559.0","60,811.0","58,559.0","2.81M","2.64%"
"09/07/2024","58,108.0","57,658.0","58,108.0","56,486.0","1.91M","1.10%"
"08/07/2024","57,477.0","58,378.0","58,919.0","57,207.0","1.11M","-0.62%"
"05/07/2024","57,838.0","58,559.0","59,550.0","57,568.0","1.57M","-0.31%"
"04/07/2024","58,018.0","56,757.0","58,018.0","56,577.0","1.59M","2.55%"
"03/07/2024","56,577.0","57,027.0","57,027.0","56,216.0","1.10M","-0.63%"
"02/07/2024","56,937.0","56,216.0","57,297.0","56,126.0","1.22M","1.44%"
"01/07/2024","56,126.0","55,045.0","56,577.0","54,955.0","1.28M","2.13%"
"28/06/2024","54,955.0","57,117.0","57,477.0","54,685.0","2.18M","-3.79%"
"27/06/2024","57,117.0","58,468.0","58,468.0","57,117.0","1.32M","-2.16%"
"26/06/2024","58,378.0","58,468.0","58,829.0","56,667.0","1.29M","1.73%"
"25/06/2024","57,387.0","59,459.0","60,360.0","56,757.0","2.52M","-4.07%"
"24/06/2024","59,820.0","63,423.0","63,514.0","59,189.0","4.24M","-5.95%"
"21/06/2024","63,604.0","63,514.0","64,775.0","62,613.0","2.24M","1.00%"
"20/06/2024","62,973.0","63,063.0","64,595.0","62,252.0","1.89M","0.00%"
"19/06/2024","62,973.0","61,622.0","63,514.0","60,721.0","2.58M","2.19%"
"18/06/2024","61,622.0","61,982.0","62,523.0","61,441.0","1.55M","0.74%"
"17/06/2024","61,171.0","63,243.0","63,964.0","61,171.0","4.24M","-3.00%"
"14/06/2024","63,063.0","63,243.0","67,207.0","62,252.0","3.92M","0.00%"
"13/06/2024","63,063.0","63,964.0","64,955.0","63,063.0","1.63M","0.57%"
"12/06/2024","62,703.0","61,622.0","63,514.0","61,081.0","2.26M","1.46%"
"11/06/2024","61,802.0","62,613.0","63,964.0","60,631.0","2.50M","-1.30%"
"10/06/2024","62,613.0","62,613.0","62,703.0","61,351.0","1.37M","1.61%"
"07/06/2024","61,622.0","62,613.0","62,793.0","60,901.0","1.59M","0.00%"
"06/06/2024","61,622.0","61,622.0","62,432.0","60,721.0","2.42M","1.79%"
"05/06/2024","60,541.0","62,523.0","64,865.0","60,541.0","2.82M","-1.90%"
"04/06/2024","61,712.0","60,811.0","62,703.0","60,450.0","3.10M","5.22%"
"03/06/2024","58,649.0","55,496.0","58,649.0","55,496.0","4.95M","6.90%"
"31/05/2024","54,865.0","54,054.0","55,315.0","53,604.0","1.13M","2.87%"
"30/05/2024","53,333.0","53,153.0","54,144.0","52,342.0","2.01M","-1.33%"
"29/05/2024","54,054.0","55,946.0","57,117.0","54,054.0","2.65M","-3.38%"
"28/05/2024","55,946.0","53,874.0","56,216.0","53,333.0","1.64M","5.25%"
"27/05/2024","53,153.0","54,505.0","55,045.0","51,351.0","2.51M","-1.17%"
"24/05/2024","53,784.0","56,757.0","57,297.0","53,604.0","2.93M","-6.13%"
"23/05/2024","57,297.0","55,135.0","58,018.0","55,045.0","3.40M","3.92%"
"22/05/2024","55,135.0","55,946.0","57,207.0","54,234.0","1.76M","-0.49%"
"21/05/2024","55,405.0","53,964.0","56,577.0","52,883.0","2.18M","4.24%"
"20/05/2024","53,153.0","55,856.0","55,856.0","52,793.0","4.40M","-3.75%"
"17/05/2024","55,225.0","54,955.0","55,856.0","54,414.0","3.16M","1.15%"
"16/05/2024","54,595.0","57,117.0","57,387.0","54,414.0","3.87M","-3.81%"
"15/05/2024","56,757.0","58,468.0","59,369.0","56,757.0","2.17M","0.96%"
"14/05/2024","56,216.0","52,613.0","56,216.0","52,613.0","1.63M","6.85%"
"13/05/2024","52,613.0","54,054.0","54,054.0","51,171.0","1.62M","-0.85%"
"10/05/2024","53,063.0","53,153.0","53,333.0","51,441.0","3.33M","6.32%"
"09/05/2024","49,910.0","49,910.0","49,910.0","48,829.0","1.50M","6.95%"
"08/05/2024","46,667.0","43,649.0","46,667.0","42,838.0","1.11M","6.91%"
"07/05/2024","43,649.0","42,793.0","44,550.0","42,342.0","1.06M","3.42%"
"06/05/2024","42,207.0","40,901.0","42,342.0","40,090.0","1.44M","3.88%"
"03/05/2024","40,631.0","41,622.0","41,982.0","40,631.0","1.06M","-2.28%"
"02/05/2024","41,577.0","40,901.0","41,982.0","40,000.0","1.26M","3.36%"
"26/04/2024","40,225.0","39,910.0","40,631.0","39,595.0","558.22K","0.11%"
"25/04/2024","40,180.0","40,811.0","42,342.0","40,180.0","1.42M","-1.55%"
"24/04/2024","40,811.0","39,279.0","40,811.0","39,279.0","825.73K","5.84%"
"23/04/2024","38,559.0","38,198.0","40,541.0","35,495.0","2.27M","1.06%"
"22/04/2024","38,153.0","38,198.0","38,514.0","37,613.0","291.37K","1.93%"
"19/04/2024","37,432.0","38,964.0","39,009.0","37,027.0","1.91M","-5.89%"
"17/04/2024","39,775.0","41,261.0","41,712.0","39,550.0","758.68K","-3.71%"
"16/04/2024","41,306.0","40,991.0","41,306.0","38,559.0","960.59K","0.00%"
"15/04/2024","41,306.0","44,595.0","44,595.0","41,306.0","1.34M","-7.00%"
"12/04/2024","44,414.0","43,694.0","44,414.0","42,523.0","666.11K","2.49%"
"11/04/2024","43,333.0","43,694.0","43,694.0","42,838.0","370.85K","-1.64%"
"10/04/2024","44,054.0","43,694.0","44,144.0","42,703.0","799.64K","1.88%"
"09/04/2024","43,243.0","40,586.0","43,423.0","40,586.0","644.69K","6.55%"
"08/04/2024","40,586.0","41,892.0","44,595.0","39,640.0","1.22M","-4.76%"
"05/04/2024","42,613.0","40,991.0","44,144.0","40,991.0","945.61K","2.94%"
"04/04/2024","41,396.0","40,541.0","41,396.0","40,405.0","2.17M","6.98%"
"03/04/2024","38,694.0","36,126.0","38,694.0","36,036.0","1.10M","6.98%"
"02/04/2024","36,171.0","36,216.0","36,261.0","35,856.0","239.65K","-0.12%"
"01/04/2024","36,216.0","35,991.0","36,216.0","35,586.0","371.96K","0.63%"
"29/03/2024","35,991.0","36,441.0","36,441.0","35,676.0","148.63K","-1.23%"
"28/03/2024","36,441.0","36,036.0","36,441.0","36,036.0","216.78K","0.75%"
"27/03/2024","36,171.0","36,171.0","36,261.0","35,676.0","188.48K","0.00%"
"26/03/2024","36,171.0","35,405.0","36,577.0","35,045.0","1.16M","2.16%"
"25/03/2024","35,405.0","36,036.0","36,396.0","35,315.0","124.10K","-1.75%"
"22/03/2024","36,036.0","35,676.0","36,396.0","34,685.0","324.56K","0.50%"
"21/03/2024","35,856.0","36,036.0","36,036.0","34,324.0","1.21M","-0.62%"
"20/03/2024","36,081.0","35,856.0","36,081.0","35,315.0","154.62K","0.88%"
"19/03/2024","35,766.0","36,667.0","36,667.0","35,721.0","208.35K","-3.05%"
"18/03/2024","36,892.0","37,342.0","37,342.0","35,766.0","227.88K","-1.32%"
"15/03/2024","37,387.0","37,523.0","37,523.0","36,036.0","244.09K","-0.36%"
"14/03/2024","37,523.0","37,793.0","37,793.0","36,486.0","274.50K","-0.71%"
"13/03/2024","37,793.0","36,892.0","38,559.0","36,802.0","429.01K","3.32%"
"12/03/2024","36,577.0","35,135.0","36,892.0","34,279.0","586.97K","3.57%"
"11/03/2024","35,315.0","35,856.0","35,856.0","34,279.0","514.82K","-1.51%"
"08/03/2024","35,856.0","36,306.0","36,306.0","35,586.0","205.24K","-1.36%"
"07/03/2024","36,351.0","36,757.0","36,757.0","36,171.0","126.87K","-1.59%"
"06/03/2024","36,937.0","37,162.0","37,162.0","36,306.0","86.36K","-0.61%"
"05/03/2024","37,162.0","36,486.0","37,162.0","34,640.0","671.66K","1.10%"
"04/03/2024","36,757.0","37,027.0","37,027.0","36,757.0","421.02K","-0.97%"
"01/03/2024","37,117.0","35,991.0","37,568.0","35,991.0","289.27K","3.13%"
"29/02/2024","35,991.0","36,036.0","36,036.0","33,874.0","385.95K","-0.12%"
"28/02/2024","36,036.0","36,216.0","36,216.0","35,676.0","196.69K","-0.50%"
"27/02/2024","36,216.0","36,036.0","36,216.0","35,495.0","149.96K","0.50%"
"26/02/2024","36,036.0","35,946.0","36,216.0","35,586.0","113.22K","0.25%"
"23/02/2024","35,946.0","36,081.0","36,216.0","35,811.0","89.02K","-0.50%"
"22/02/2024","36,126.0","36,216.0","36,216.0","35,811.0","80.25K","-0.25%"
"21/02/2024","36,216.0","36,486.0","36,486.0","36,036.0","98.46K","-0.62%"
"20/02/2024","36,441.0","36,351.0","36,441.0","36,126.0","225.88K","-0.12%"
"19/02/2024","36,486.0","36,486.0","36,577.0","35,180.0","199.80K","0.12%"
"16/02/2024","36,441.0","36,486.0","36,577.0","36,081.0","135.20K","-0.62%"
"15/02/2024","36,667.0","36,486.0","36,667.0","36,036.0","116.33K","-0.12%"
"07/02/2024","36,712.0","36,847.0","36,892.0","35,180.0","186.04K","-0.49%"
"06/02/2024","36,892.0","37,072.0","37,207.0","36,622.0","151.63K","-2.15%"
"05/02/2024","37,703.0","37,658.0","37,793.0","37,117.0","66.60K","-0.36%"
"02/02/2024","37,838.0","36,847.0","37,838.0","36,351.0","160.39K","2.69%"
"01/02/2024","36,847.0","35,405.0","37,117.0","35,405.0","134.75K","2.51%"
"31/01/2024","35,946.0","35,315.0","35,991.0","35,315.0","134.20K","-0.25%"
"30/01/2024","36,036.0","35,495.0","36,036.0","35,315.0","71.26K","0.63%"
"29/01/2024","35,811.0","35,946.0","35,991.0","35,586.0","65.16K","-0.38%"
"26/01/2024","35,946.0","35,135.0","35,991.0","35,135.0","135.86K","1.79%"
"25/01/2024","35,315.0","35,360.0","35,360.0","35,045.0","81.14K","-0.13%"
"24/01/2024","35,360.0","35,000.0","35,450.0","33,829.0","294.48K","0.00%"
"23/01/2024","35,360.0","36,036.0","36,036.0","35,090.0","165.94K","-1.88%"
"22/01/2024","36,036.0","36,306.0","36,306.0","35,721.0","185.15K","0.00%"
"19/01/2024","36,036.0","35,676.0","36,306.0","33,694.0","465.20K","1.26%"
"18/01/2024","35,586.0","35,766.0","35,991.0","35,586.0","253.52K","-1.25%"
"17/01/2024","36,036.0","36,441.0","36,577.0","35,901.0","201.02K","-1.23%"
"16/01/2024","36,486.0","36,306.0","36,486.0","35,766.0","63.05K","0.75%"
